DrawingName,Number,BaseNumber,Number_right,SerialNumber,EngineNumber,SalesModel,Unnamed: 0,model,part,title,description,description_right,item_number,image_url,url,description_cleaned,title_cleaned,description_cleaned_cleaned,title_cleaned_cleaned,cat_title_cleaned_cleaned_y,combined_name
128-F9250-2,128/H9642 1,128/H9642,B170-23-1,2018879,SD320/40347U2103311,3CXSM 4T,1276,"Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, 3CXD14M3NM, 3CXD14L4CM, Centremount. Direct Control. AWS, E3CX T2, 3CXD14M2NM, 3CXG14L4CM, 3CXD14L2CM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. AWS, 3CXB14M2CM, Sideshift. Easycontrol. 2WS",128/H9642 1,Решетка радиатора JCB 3cx,Grille Assembly 2WS,"Решетка радиатора маленькая со скосами JCB 3cx  радиатора без замка ,ключа и эмблемы JCB",A,https://jcbdetal.ru/images/thumbnails/1936/1584/detailed/4/128-H9642.jpeg,https://jcbdetal.ru/elementy-kuzova/reshetka-radiatora-jcb-3cx/,Grille Assembly,Решетка радиатора,Grille Assembly,Решетка радиатора,Решетка радиатора,Решетка радиатора Grille Assembly
556-60400-1,556/60400 2,556/60400,E450-1-2,2018879,SD320/40347U2103311,3CXSM 4T,3510,"Sideshift. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, Centremount. Easycontrol. AWS, Centremount. Direct Control. 2WS, 3CXD14M3NM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, 3CXD14L4CM, Sideshift. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, 3CXD14M2NM",556/60400 2,Гидроцилиндр челюсти,"Ram stabiliser sideshift, 70 x 40","Гидроцилиндр челюсти переднего ковша экскаватора - погрузчика 3CX - 4CX, правый. Служит для ""открытия"" челюсти переднего ковша.",A,https://jcbdetal.ru/images/thumbnails/700/573/detailed/3/Гидроцилиндр_челюсти.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-chelyusti/,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,Гидроцилиндр челюсти,"Гидроцилиндр челюсти Ram stabiliser sideshift,"
556-60400-1,556/60400 2,556/60400,E450-1-2,2018879,SD320/40347U2103311,3CXSM 4T,3512,"Sideshift. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, Centremount. Easycontrol. AWS, Centremount. Direct Control. 2WS, 3CXD14M3NM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, 3CXD14L4CM, Sideshift. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, 3CXD14M2NM",556/60400 3,Гидроцилиндр челюсти,"Ram stabiliser sideshift, 70 x 40","Гидроцилиндр челюсти переднего ковша экскаватора - погрузчика 3CX - 4CX, правый. Служит для ""открытия"" челюсти переднего ковша.",A,https://jcbdetal.ru/images/thumbnails/700/573/detailed/3/Гидроцилиндр_челюсти.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-chelyusti/,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,Гидроцилиндр челюсти,"Гидроцилиндр челюсти Ram stabiliser sideshift,"
561-60177-2,559/60229 4,559/60229,E465-3-4,2018879,SD320/40347U2103311,3CXSM 4T,4158,"Sideshift. Easycontrol. AWS, Centremount. Direct Control. 2WS, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Easycontrol. 2WS, Sideshift. Direct Control. 2WS, Centremount. Easycontrol. AWS",559/60229 4,Гидроцилиндр рукояти задней стрелы экскаватора - погрузчика JCB 4CX 3CX.,Ram dipper 100 X 60,Гидроцилиндр рукояти задней стрелы экскаватора - погрузчика JCB 4CX 3CX.,A,https://jcbdetal.ru/images/thumbnails/894/731/detailed/4/559-60229.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-rukoyati-zadney-strely-ekskavatora-pogruzchika-jcb-4cx-3cx./,Ram dipper,Гидроцилиндр рукояти задней стрелы а - а 4 3.,Ram dipper,Гидроцилиндр рукояти задней стрелы а - а 4 3.,Гидроцилиндр,Гидроцилиндр рукояти задней стрелы а - а 4 3. Ram dipper
556-60459-1,556/60459 2,556/60459,E415-1-2,2018879,SD320/40347U2103311,3CXSM 4T,1495,"3CXS-PC, 4CX-PC, Sideshift. Easycontrol. 2WS, 3CXS, 217/3CX 17-PC, 3CX-T-PC, Sideshift. Easycontrol. AWS, 214S/4CX 14-PC, Centremount. Direct Control. AWS, 214/3CX 14, 3C PLUS (91HP), 3CX, 215S/4CX 15-PC, Sideshift. Direct Control. 2WS, 214e/3C-LL, Sideshift. Direct Control. AWS, 4CX, 214S/4CX 14, 411, 217/3CX 17, 214e/3C 14, 3CX-T, 215S/4CX 15, 4CXM (FRANCE), Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, 3C 14 (84HP), .411, 215/3CX 15-PC, Centremount. Easycontrol. 2WS, 3C, 217S/4CX 17-PC, 4CX14CM BR, 215/3CX 15, 217S/4CX 17, 214/3CX 14-PC",556/60459 2,Гидроцилиндр целюсти JCB 3cx 4cx,"Ram clamshovel 70x40, 470 closed centres",Гидроцилиндр челюсти JCB  экскаватора - погрузчика  JCB 4CX 3CX.,A,https://jcbdetal.ru/images/thumbnails/1146/937/detailed/4/556-60459.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-celyusti-jcb-3cx-4cx/,Ram clamshovel closed centres,Гидроцилиндр целюсти,Ram clamshovel closed centres,Гидроцилиндр целюсти,Гидроцилиндр целюсти,Гидроцилиндр целюсти Ram clamshovel closed centres
556-60459-1,556/60459 2,556/60459,E415-1-2,2018879,SD320/40347U2103311,3CXSM 4T,1520,"3CXS-PC, 4CX-PC, Sideshift. Easycontrol. 2WS, 3CXS, 217/3CX 17-PC, 3CX-T-PC, Sideshift. Easycontrol. AWS, 214S/4CX 14-PC, Centremount. Direct Control. AWS, 214/3CX 14, 3C PLUS (91HP), 3CX, 215S/4CX 15-PC, Sideshift. Direct Control. 2WS, 214e/3C-LL, Sideshift. Direct Control. AWS, 4CX, 214S/4CX 14, 411, 217/3CX 17, 214e/3C 14, 3CX-T, 215S/4CX 15, 4CXM (FRANCE), Centremount. Direct Control. 2WS, Centremount. Easycontrol. AWS, 3C 14 (84HP), .411, 215/3CX 15-PC, Centremount. Easycontrol. 2WS, 3C, 217S/4CX 17-PC, 4CX14CM BR, 215/3CX 15, 217S/4CX 17, 214/3CX 14-PC",556/60459 1,Гидроцилиндр целюсти JCB 3cx 4cx,"Ram clamshovel 70x40, 470 closed centres",Гидроцилиндр челюсти JCB  экскаватора - погрузчика  JCB 4CX 3CX.,A,https://jcbdetal.ru/images/thumbnails/1146/937/detailed/4/556-60459.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-celyusti-jcb-3cx-4cx/,Ram clamshovel closed centres,Гидроцилиндр целюсти,Ram clamshovel closed centres,Гидроцилиндр целюсти,Гидроцилиндр целюсти,Гидроцилиндр целюсти Ram clamshovel closed centres
128-C2447-1,128/C2447 1,128/C2447,E130-133-1,2018879,SD320/40347U2103311,3CXSM 4T,1251,"Centremount. Easycontrol. 2WS, Sideshift. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, Centremount. Easycontrol. AWS, Centremount. Direct Control. 2WS, 4CX14CM BR, Sideshift. Direct Control. 2WS",128/C2447 1,Патрубок гидробака JCB 3cx 4cx основной,"Hose assembly suction, pump 1 & 2",128/c2447 патрубок от гидравлического бака к основному гидравлическому насосу jcb 3cx - 4cx.Патрубок гидробака JCB 3cx 4cx основной.,A,https://jcbdetal.ru/images/thumbnails/917/750/detailed/3/128-C2447_.jpg,https://jcbdetal.ru/gidravlika/patrubok-gidrobaka-jcb-3cx-4cx-osnovnoy/,"Hose assembly suction, pump 1 & 2",Патрубок гидробака основной,"Hose assembly suction, pump 1 & 2",Патрубок гидробака основной,Патрубок гидробака,"Патрубок гидробака основной Hose assembly suction, pump 1 & 2"
980-89993-3,980/89993 4 UK,980/89993,A210-7-3,2000232,SB320/40344U1145210,3CX-4T,3179,"BACKHOE ATTACHMENT, 4CXM (FRANCE), 90Z-1, 8052, .8060, 8060, Sideshift. Easycontrol. AWS, .8052, 65R-1, 214S/4CX 14-PC, BUCKET - GRADING, RIPPER TOOTH, 217/3CX 17, 3CXS, 85Z-1 T2, 3C, 86C-1 T2, 4CX-PC, 217S/4CX 17, 3C 14 (84HP), 215S/4CX 15, BUCKET - TAPERED, BUCKET - ROCK, 214S/4CX 14, 215S/4CX 15-PC, 4CX, Sideshift. Direct Control. 2WS, 214/3CX 14-PC, BUCKET - TILTING, 3CX, 86C-1 TAB2, 3CX-T, 217/3CX 17-PC, 3CX-T-PC, Sideshift. Easycontrol. 2WS, 86C-1, BUCKET - DITCHING, 215/3CX 15, BUCKET - JAW, 214e/3C-LL, 217S/4CX 17-PC, Centremount. Easycontrol. 2WS, BUCKET - GP, Sideshift. Direct Control. AWS, 214/3CX 14, Centremount. Direct Control. 2WS, 3C PLUS (91HP), 3CXS-PC, 85Z-1, 215/3CX 15-PC, BUCKET - HD, 214e/3C 14, Centremount. Direct Control. AWS, Centremount. Easycontrol. AWS, 8085 ZTS ROW, 86C-1 TAB, 8085 ZTS USA, 100C-1, 67C-1",980/89993 4 UK,Ковш 600 мм 60см JCB 3cx 4cx,Bucket general purpose 600mm,Ковш JCB - 600 мм. - 980/89993,A,https://jcbdetal.ru/images/thumbnails/500/410/detailed/4/980-89993.jpg,https://jcbdetal.ru/navesnoe-oborudovanie/kovsh-jcb-3cx-4cx-600-mm-60sm/,Bucket general purpose 600mm,Ковш 600 мм,Bucket general purpose 600mm,Ковш 600 мм,Ковш,Ковш 600 мм Bucket general purpose 600mm
980-89993-3,980/89993 4 UK,980/89993,A210-7-3,2000232,SB320/40344U1145210,3CX-4T,3181,"BACKHOE ATTACHMENT, 4CXM (FRANCE), 90Z-1, 8052, .8060, 8060, Sideshift. Easycontrol. AWS, .8052, 65R-1, 214S/4CX 14-PC, BUCKET - GRADING, RIPPER TOOTH, 217/3CX 17, 3CXS, 85Z-1 T2, 3C, 86C-1 T2, 4CX-PC, 217S/4CX 17, 3C 14 (84HP), 215S/4CX 15, BUCKET - TAPERED, BUCKET - ROCK, 214S/4CX 14, 215S/4CX 15-PC, 4CX, Sideshift. Direct Control. 2WS, 214/3CX 14-PC, BUCKET - TILTING, 3CX, 86C-1 TAB2, 3CX-T, 217/3CX 17-PC, 3CX-T-PC, Sideshift. Easycontrol. 2WS, 86C-1, BUCKET - DITCHING, 215/3CX 15, BUCKET - JAW, 214e/3C-LL, 217S/4CX 17-PC, Centremount. Easycontrol. 2WS, BUCKET - GP, Sideshift. Direct Control. AWS, 214/3CX 14, Centremount. Direct Control. 2WS, 3C PLUS (91HP), 3CXS-PC, 85Z-1, 215/3CX 15-PC, BUCKET - HD, 214e/3C 14, Centremount. Direct Control. AWS, Centremount. Easycontrol. AWS, 8085 ZTS ROW, 86C-1 TAB, 8085 ZTS USA, 100C-1, 67C-1",980/89993 3,Ковш 600 мм 60см JCB 3cx 4cx,Bucket general purpose 600mm,Ковш JCB - 600 мм. - 980/89993,A,https://jcbdetal.ru/images/thumbnails/500/410/detailed/4/980-89993.jpg,https://jcbdetal.ru/navesnoe-oborudovanie/kovsh-jcb-3cx-4cx-600-mm-60sm/,Bucket general purpose 600mm,Ковш 600 мм,Bucket general purpose 600mm,Ковш 600 мм,Ковш,Ковш 600 мм Bucket general purpose 600mm
980-89993-3,980/89993 4 UK,980/89993,A210-7-3,2000232,SB320/40344U1145210,3CX-4T,3183,"BACKHOE ATTACHMENT, 4CXM (FRANCE), 90Z-1, 8052, .8060, 8060, Sideshift. Easycontrol. AWS, .8052, 65R-1, 214S/4CX 14-PC, BUCKET - GRADING, RIPPER TOOTH, 217/3CX 17, 3CXS, 85Z-1 T2, 3C, 86C-1 T2, 4CX-PC, 217S/4CX 17, 3C 14 (84HP), 215S/4CX 15, BUCKET - TAPERED, BUCKET - ROCK, 214S/4CX 14, 215S/4CX 15-PC, 4CX, Sideshift. Direct Control. 2WS, 214/3CX 14-PC, BUCKET - TILTING, 3CX, 86C-1 TAB2, 3CX-T, 217/3CX 17-PC, 3CX-T-PC, Sideshift. Easycontrol. 2WS, 86C-1, BUCKET - DITCHING, 215/3CX 15, BUCKET - JAW, 214e/3C-LL, 217S/4CX 17-PC, Centremount. Easycontrol. 2WS, BUCKET - GP, Sideshift. Direct Control. AWS, 214/3CX 14, Centremount. Direct Control. 2WS, 3C PLUS (91HP), 3CXS-PC, 85Z-1, 215/3CX 15-PC, BUCKET - HD, 214e/3C 14, Centremount. Direct Control. AWS, Centremount. Easycontrol. AWS, 8085 ZTS ROW, 86C-1 TAB, 8085 ZTS USA, 100C-1, 67C-1",980/89993 4 3CX,Ковш 600 мм 60см JCB 3cx 4cx,Bucket general purpose 600mm,Ковш JCB - 600 мм. - 980/89993,A,https://jcbdetal.ru/images/thumbnails/500/410/detailed/4/980-89993.jpg,https://jcbdetal.ru/navesnoe-oborudovanie/kovsh-jcb-3cx-4cx-600-mm-60sm/,Bucket general purpose 600mm,Ковш 600 мм,Bucket general purpose 600mm,Ковш 600 мм,Ковш,Ковш 600 мм Bucket general purpose 600mm
128-14725-4,128/14725 4,128/14725,E490-4-4,2000232,SB320/40344U1145210,3CX-4T,2561,"Centremount. Direct Control. 2WS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, Centremount. Direct Control. AWS, Sideshift. Direct Control. AWS, Centremount. Easycontrol. 2WS, 4CXM-WW, Sideshift. Easycontrol. 2WS, 4CXM, Centremount. Easycontrol. AWS",128/14725 4,Гидравлический фиксатор каретки (2 входа) (аналог),Cylinder clamp top ( 2 ports ),"Экскаваторы-погрузчикиJCB 3CX: 3CX 14M2WA, 3CX 14M2WM, 3CX-4T, 3CX-4WS-SM, 3CXCSM 4T, 3CXD14M2NM, 3CXS14M2NM, 3CXSM 4TJCB 4CX: 4CX 14H2WA, 4CX 14H2WM, 4CX-4WS, 4CX-4WS-SMJCB 5CX",A,https://jcbdetal.ru/images/thumbnails/1296/1060/detailed/5/128_14725.png,https://jcbdetal.ru/gidravlika/gidravlicheskiy-fiksator-karetki-2-vhoda-analog/,Cylinder clamp top ( 2 ports ),Гидравлический фиксатор (2 входа),Cylinder clamp top ( 2 ports ),Гидравлический фиксатор (2 входа),Гидравлический фиксатор,Гидравлический фиксатор (2 входа) Cylinder clamp top ( 2 ports )
128-14725-4,128/14725 4,128/14725,E490-4-4,2000232,SB320/40344U1145210,3CX-4T,2566,"Centremount. Direct Control. 2WS, Sideshift. Easycontrol. AWS, Sideshift. Direct Control. 2WS, Centremount. Direct Control. AWS, Sideshift. Direct Control. AWS, Centremount. Easycontrol. 2WS, 4CXM-WW, Sideshift. Easycontrol. 2WS, 4CXM, Centremount. Easycontrol. AWS",128/14725 6,Гидравлический фиксатор каретки (2 входа) (аналог),Cylinder clamp top ( 2 ports ),"Экскаваторы-погрузчикиJCB 3CX: 3CX 14M2WA, 3CX 14M2WM, 3CX-4T, 3CX-4WS-SM, 3CXCSM 4T, 3CXD14M2NM, 3CXS14M2NM, 3CXSM 4TJCB 4CX: 4CX 14H2WA, 4CX 14H2WM, 4CX-4WS, 4CX-4WS-SMJCB 5CX",A,https://jcbdetal.ru/images/thumbnails/1296/1060/detailed/5/128_14725.png,https://jcbdetal.ru/gidravlika/gidravlicheskiy-fiksator-karetki-2-vhoda-analog/,Cylinder clamp top ( 2 ports ),Гидравлический фиксатор (2 входа),Cylinder clamp top ( 2 ports ),Гидравлический фиксатор (2 входа),Гидравлический фиксатор,Гидравлический фиксатор (2 входа) Cylinder clamp top ( 2 ports )
128-G2288-1,128/G2288 2,128/G2288,B170-11-3,2000232,SB320/40344U1145210,3CX-4T,2375,"Centremount. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. 2WS, Sideshift. Direct Control. AWS, 3CXD14M3NM, Centremount. Direct Control. AWS, 4CX14CM BR, 3CXG14L4CM, 3CXD14M2CM, Sideshift. Easycontrol. 2WS, 3CXD14L4CM, Centremount. Easycontrol. 2WS, 3CXD14M2NM, 3CXB14M2CM, E3CX T2, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS",128/G2288 2,Капот,Bonnet Assembly ABI,"Капот артикул 128/G2288. Подходит для моделей  JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/3608/2952/detailed/5/3b12b1f2-c6bc-11ea-937e-c8600076e4c1_20ec5de4-cb16-11ea-82fd-201a0621aa27-min.jpeg,https://jcbdetal.ru/elementy-kuzova/kapot/,Bonnet Assembly ABI,Капот,Bonnet Assembly ABI,Капот,Капот,Капот Bonnet Assembly ABI
128-F9250-2,128/F8113 2,128/F8113,B170-3-2,2000232,SB320/40344U1145210,3CX-4T,3974,"Centremount. Direct Control. 2WS, Sideshift. Easycontrol. AWS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. AWS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. 2WS, Sideshift. Direct Control. 2WS",128/F8113 2,Решетка радиатора JCB 3cx,Grille assembly 2WS,"Решетка радиатора маленькая со скосами JCB 3cx  радиатора без замка ,ключа и эмблемы JCB",A,https://jcbdetal.ru/images/thumbnails/1936/1584/detailed/4/128-H9642.jpeg,https://jcbdetal.ru/elementy-kuzova/reshetka-radiatora-jcb-3cx/,Grille assembly,Решетка радиатора,Grille assembly,Решетка радиатора,Решетка радиатора,Решетка радиатора Grille assembly
559-60215-6,559/60215 6,559/60215,E445-1-4,2000232,SB320/40344U1145210,3CX-4T,3799,"Sideshift. Direct Control. AWS, Sideshift. Easycontrol. 2WS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Direct Control. 2WS, Centremount. Easycontrol. AWS, Sideshift. Easycontrol. AWS, 4CX14CM BR, Centremount. Direct Control. 2WS",559/60215 6,Гидроцилиндр поворота задней стрелы JCB 3cx 4cx,"Ram slew, 100x60 yellow",Гидроцилиндр поворота задней стрелыэкскаватора - погрузчика JCB 3CX - 4CX. Служит для поворота влево и вправо задней стрелы.,A,https://jcbdetal.ru/images/thumbnails/800/655/detailed/4/559-60215.jpeg,https://jcbdetal.ru/gidravlika/gidrocilindr-povorota-zadney-strely-jcb-3cx-4cx/,"Ram slew,",Гидроцилиндр поворота задней стрелы,"Ram slew,",Гидроцилиндр поворота задней стрелы,Гидроцилиндр поворота,"Гидроцилиндр поворота задней стрелы Ram slew,"
128-G6537-3,128/G6537 3,128/G6537,B230-101-3,2000232,SB320/40344U1145210,3CX-4T,1073,"Sideshift. Direct Control. AWS, Sideshift. Direct Control. 2WS, Sideshift. Easycontrol. 2WS, Centremount. Easycontrol. 2WS, Centremount. Easycontrol. AWS, Centremount. Direct Control. 2WS, Sideshift. Easycontrol. AWS, 4CX14CM BR, Centremount. Direct Control. AWS",128/G6537 3,"Крыша кабины желтая,черная  JCB 3cx 4cx 5cx (ОРИГИНАЛ)","Roof yellow, ROW ABI","Крыша кабины от производителя JCB артикул 128/G6537. Подходит для моделей JCB 3CX, JCB 4CX.",A,https://jcbdetal.ru/images/thumbnails/734/600/detailed/4/128-G6537.jpg,https://jcbdetal.ru/elementy-kuzova/kabina-jcb/krysha-kabiny-zheltaya-chernaya-jcb-3cx-4cx-5cx-original/,"Roof yellow, ROW ABI","Крыша кабины желтая,черная","Roof yellow, ROW ABI","Крыша кабины желтая,черная",Крыша желтаячерная,"Крыша кабины желтая,черная Roof yellow, ROW ABI"
556-60400-1,556/60400 2,556/60400,E450-1-2,2000232,SB320/40344U1145210,3CX-4T,3510,"Sideshift. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, Centremount. Easycontrol. AWS, Centremount. Direct Control. 2WS, 3CXD14M3NM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, 3CXD14L4CM, Sideshift. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, 3CXD14M2NM",556/60400 2,Гидроцилиндр челюсти,"Ram stabiliser sideshift, 70 x 40","Гидроцилиндр челюсти переднего ковша экскаватора - погрузчика 3CX - 4CX, правый. Служит для ""открытия"" челюсти переднего ковша.",A,https://jcbdetal.ru/images/thumbnails/700/573/detailed/3/Гидроцилиндр_челюсти.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-chelyusti/,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,Гидроцилиндр челюсти,"Гидроцилиндр челюсти Ram stabiliser sideshift,"
556-60400-1,556/60400 2,556/60400,E450-1-2,2000232,SB320/40344U1145210,3CX-4T,3512,"Sideshift. Easycontrol. 2WS, Sideshift. Easycontrol. AWS, Centremount. Easycontrol. AWS, Centremount. Direct Control. 2WS, 3CXD14M3NM, 3CXD14M2CM, Centremount. Easycontrol. 2WS, 3CXD14L4CM, Sideshift. Direct Control. 2WS, 3CXD14L2CM, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, 3CXD14M2NM",556/60400 3,Гидроцилиндр челюсти,"Ram stabiliser sideshift, 70 x 40","Гидроцилиндр челюсти переднего ковша экскаватора - погрузчика 3CX - 4CX, правый. Служит для ""открытия"" челюсти переднего ковша.",A,https://jcbdetal.ru/images/thumbnails/700/573/detailed/3/Гидроцилиндр_челюсти.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-chelyusti/,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,"Ram stabiliser sideshift,",Гидроцилиндр челюсти,Гидроцилиндр челюсти,"Гидроцилиндр челюсти Ram stabiliser sideshift,"
561-60177-2,559/60229 4,559/60229,E465-3-4,2000232,SB320/40344U1145210,3CX-4T,4158,"Sideshift. Easycontrol. AWS, Centremount. Direct Control. 2WS, Sideshift. Direct Control. AWS, Centremount. Direct Control. AWS, Centremount. Easycontrol. 2WS, Sideshift. Easycontrol. 2WS, Sideshift. Direct Control. 2WS, Centremount. Easycontrol. AWS",559/60229 4,Гидроцилиндр рукояти задней стрелы экскаватора - погрузчика JCB 4CX 3CX.,Ram dipper 100 X 60,Гидроцилиндр рукояти задней стрелы экскаватора - погрузчика JCB 4CX 3CX.,A,https://jcbdetal.ru/images/thumbnails/894/731/detailed/4/559-60229.jpg,https://jcbdetal.ru/gidravlika/gidrocilindr-rukoyati-zadney-strely-ekskavatora-pogruzchika-jcb-4cx-3cx./,Ram dipper,Гидроцилиндр рукояти задней стрелы а - а 4 3.,Ram dipper,Гидроцилиндр рукояти задней стрелы а - а 4 3.,Гидроцилиндр,Гидроцилиндр рукояти задней стрелы а - а 4 3. Ram dipper
448-00041-3,458/M1916 3,458/M1916,F250-1-1,2148620,SH320/40370U2350612,535T95AG+,1395,"535-95, 540-200, SD70, 550-170, 533-105, SD80, 541-70M, PD70, PD40, 526-56, 540-170, SD55, PD87, 541-70WM, 550-140, 536-60DS, 536-70AG+, SD40, 531-70WM, SD88, 540-140",458/M1916 3,Дифференциал,Differential Assembly,"Дифференциал 458/M1916. Подходит для моделей JCB 456, JCB 531-70, JCB 541-70. Запчасть имеет аналоги 458/10219, 448/56770.",A,https://jcbdetal.ru/images/thumbnails/350/287/detailed/5/WhatsApp_Image_2021-05-28_at_12.01.23-min_curv-14.jpeg,https://jcbdetal.ru/transmissiya/differencial-jcb/differencial/,Differential Assembly,Дифференциал,Differential Assembly,Дифференциал,Дифференциал,Дифференциал Differential Assembly
332-F5436-1,332/F5436 1,332/F5436,B120-5-1,2148620,SH320/40370U2350612,535T95AG+,4001,"540-140, 531-70WM, 531-70, 560-80, 535-140, 550-170, .536-60, .531-70, 535-140 HiViZ, .535-125 HiViZ, 526-56, 536-60DS, .541-70, 540-170, 533-105, .550-140, 536-70AG+, .535-95, .540-140, 541-70, 535-125 HiViZ, 550-80, .550-170, 535P125, 536-60, 540-200, .533-105, 550-140, 535-95, .535-140 HiViZ, 541-70WM",332/F5436 1,Бак топливный,Tank Fuel ABI,,1,https://jcbdetal.ru/images/thumbnails/1600/1310/detailed/6/789e5f05-5129-48bd-ae15-73202848b494.jpeg,https://jcbdetal.ru/toplivnaya-sistema/toplivnyy-bak-jcb/bak-toplivnyy-plastikovyy-jcb/bak-toplivnyy-ru/,Tank Fuel ABI,Бак топливный,Tank Fuel ABI,Бак топливный,Бак топливный,Бак топливный Tank Fuel ABI
